date,Mkt-RF,SMB,HML,RF
20121101,    1.19,    0.18,    0.15,   0.000
20121102,   -1.04,   -0.54,    0.24,   0.000
20121105,    0.28,    0.43,   -0.23,   0.000
20121106,    0.80,   -0.08,    0.54,   0.000
20121107,   -2.31,   -0.03,   -1.33,   0.000
20121108,   -1.24,   -0.26,    0.45,   0.000
20121109,    0.15,    0.01,   -0.13,   0.000
20121112,    0.00,   -0.17,    0.02,   0.000
20121113,   -0.40,   -0.21,   -0.29,   0.000
20121114,   -1.40,   -0.35,   -0.19,   0.000
20121115,   -0.24,   -0.42,    0.22,   0.000
20121116,    0.58,    0.06,    0.06,   0.000
20121119,    1.98,    0.24,   -0.06,   0.000
20121120,    0.11,   -0.06,    0.17,   0.000
20121121,    0.31,    0.37,   -0.15,   0.000
20121123,    1.28,   -0.16,    0.09,   0.000
20121126,   -0.14,    0.54,   -0.18,   0.000
20121127,   -0.43,    0.45,   -0.19,   0.000
20121128,    0.83,    0.04,   -0.30,   0.000
20121129,    0.54,    0.69,    0.01,   0.000
20121130,    0.02,   -0.15,    0.28,   0.000
20121203,   -0.46,    0.29,    0.24,   0.001
20121204,   -0.16,    0.36,   -0.03,   0.001
20121205,    0.17,   -0.68,    0.88,   0.001
20121206,    0.31,   -0.17,   -0.11,   0.001
20121207,    0.27,   -0.42,    0.29,   0.001
20121210,    0.11,    0.45,   -0.05,   0.001
20121211,    0.68,    0.46,   -0.07,   0.001
20121212,   -0.02,   -0.71,    0.52,   0.001
20121213,   -0.58,    0.10,    0.07,   0.001
20121214,   -0.34,    0.30,    0.24,   0.001
20121217,    1.16,   -0.07,    0.62,   0.001
20121218,    1.20,    0.30,    0.08,   0.001
20121219,   -0.60,    0.60,    0.28,   0.001
20121220,    0.53,   -0.24,    0.75,   0.001
20121221,   -0.88,    0.47,   -0.27,   0.001
20121224,   -0.24,   -0.19,   -0.02,   0.001
20121226,   -0.54,   -0.18,    0.32,   0.001
20121227,   -0.11,    0.00,   -0.13,   0.001
20121228,   -1.00,    0.46,    0.03,   0.001
20121231,    1.71,    0.39,   -0.12,   0.001
20130102,    2.62,    0.14,    0.39,   0.000
20130103,   -0.14,    0.10,    0.04,   0.000
20130104,    0.55,    0.11,    0.37,   0.000
20130107,   -0.31,   -0.10,   -0.35,   0.000
20130108,   -0.27,    0.05,    0.01,   0.000
20130109,    0.34,    0.28,   -0.40,   0.000
20130110,    0.66,   -0.65,    0.49,   0.000
20130111,    0.02,    0.09,   -0.44,   0.000
20130114,   -0.06,    0.03,   -0.06,   0.000
20130115,    0.19,    0.24,    0.00,   0.000
20130116,   -0.04,   -0.27,    0.24,   0.000
20130117,    0.61,    0.42,   -0.11,   0.000
20130118,    0.29,    0.02,   -0.10,   0.000
20130122,    0.48,    0.17,    0.45,   0.000
20130123,    0.10,   -0.31,   -0.13,   0.000
20130124,    0.09,    0.29,    0.04,   0.000
20130125,    0.59,   -0.15,   -0.33,   0.000
20130128,   -0.14,    0.42,    0.15,   0.000
20130129,    0.36,   -0.44,    0.30,   0.000
20130130,   -0.38,   -0.85,    0.16,   0.000
20130131,   -0.08,    0.69,    0.18,   0.000
20130201,    0.99,    0.07,    0.24,   0.000
20130204,   -1.19,   -0.14,   -0.17,   0.000
20130205,    1.07,   -0.08,    0.15,   0.000
20130206,    0.15,    0.28,    0.14,   0.000
20130207,   -0.15,   -0.05,    0.02,   0.000
20130208,    0.58,    0.01,   -0.18,   0.000
20130211,   -0.08,   -0.02,    0.38,   0.000
20130212,    0.16,    0.22,    0.73,   0.000
20130213,    0.14,    0.09,    0.02,   0.000
20130214,    0.11,    0.30,    0.12,   0.000
20130215,   -0.11,    0.03,   -0.10,   0.000
20130219,    0.74,    0.22,    0.16,   0.000
20130220,   -1.36,   -0.55,   -0.61,   0.000
20130221,   -0.66,   -0.28,   -0.03,   0.000
20130222,    0.94,    0.21,   -0.04,   0.000
20130225,   -1.82,   -0.19,   -0.73,   0.000
20130226,    0.58,   -0.16,    0.04,   0.000
20130227,    1.29,   -0.39,    0.15,   0.000
20130228,   -0.05,    0.11,   -0.14,   0.000
20130301,    0.22,    0.15,   -0.32,   0.000
20130304,    0.47,   -0.34,    0.12,   0.000
20130305,    1.01,    0.19,   -0.17,   0.000
20130306,    0.18,    0.05,    0.47,   0.000
20130307,    0.27,    0.18,    0.44,   0.000
20130308,    0.52,    0.38,   -0.17,   0.000
20130311,    0.30,   -0.33,    0.27,   0.000
20130312,   -0.22,    0.04,   -0.18,   0.000
20130313,    0.20,    0.18,    0.13,   0.000
20130314,    0.58,    0.37,    0.40,   0.000
20130315,   -0.19,    0.01,    0.39,   0.000
20130318,   -0.50,    0.15,   -0.29,   0.000
20130319,   -0.24,   -0.01,    0.02,   0.000
20130320,    0.76,    0.25,   -0.01,   0.000
20130321,   -0.85,    0.19,   -0.27,   0.000
20130322,    0.62,   -0.44,   -0.25,   0.000
20130325,   -0.29,    0.30,    0.02,   0.000
20130326,    0.76,   -0.38,   -0.22,   0.000
20130327,   -0.02,    0.13,   -0.28,   0.000
20130328,    0.39,   -0.27,   -0.28,   0.000
20130401,   -0.57,   -0.92,    0.02,   0.000
20130402,    0.33,   -0.88,   -0.27,   0.000
20130403,   -1.16,   -0.40,   -0.11,   0.000
20130404,    0.42,    0.19,    0.26,   0.000
20130405,   -0.41,    0.06,    0.31,   0.000
20130408,    0.70,    0.14,    0.25,   0.000
20130409,    0.31,   -0.41,    0.17,   0.000
20130410,    1.28,    0.62,   -0.05,   0.000
20130411,    0.35,   -0.23,   -0.18,   0.000
20130412,   -0.28,   -0.09,   -0.44,   0.000
20130415,   -2.48,   -1.45,   -0.27,   0.000
20130416,    1.47,    0.18,    0.08,   0.000
20130417,   -1.46,   -0.25,   -0.52,   0.000
20130418,   -0.71,    0.19,   -0.03,   0.000
20130419,    0.97,    0.08,    0.10,   0.000
20130422,    0.45,   -0.16,   -0.13,   0.000
20130423,    1.11,    0.47,    0.62,   0.000
20130424,    0.06,    0.35,    1.15,   0.000
20130425,    0.49,    0.17,   -0.10,   0.000
20130426,   -0.20,   -0.36,   -0.24,   0.000
20130429,    0.67,    0.09,   -0.10,   0.000
20130430,    0.29,    0.36,   -0.01,   0.000
20130501,   -1.08,   -1.40,   -0.17,   0.000
20130502,    1.04,    0.60,    0.10,   0.000
20130503,    1.12,    0.63,    0.18,   0.000
20130506,    0.23,    0.24,    0.84,   0.000
20130507,    0.54,    0.10,    0.13,   0.000
20130508,    0.44,   -0.24,    0.16,   0.000
20130509,   -0.31,    0.08,   -0.26,   0.000
20130510,    0.54,    0.45,   -0.17,   0.000
20130513,   -0.02,   -0.21,   -0.03,   0.000
20130514,    1.10,    0.15,    0.28,   0.000
20130515,    0.51,   -0.14,    0.19,   0.000
20130516,   -0.50,    0.15,   -0.24,   0.000
20130517,    1.04,   -0.01,    0.31,   0.000
20130520,   -0.06,    0.37,    0.48,   0.000
20130521,    0.16,   -0.11,   -0.06,   0.000
20130522,   -0.92,   -0.70,   -0.14,   0.000
20130523,   -0.19,    0.47,   -0.10,   0.000
20130524,   -0.06,    0.17,    0.08,   0.000
20130528,    0.77,    0.62,    0.24,   0.000
20130529,   -0.70,   -0.36,    0.59,   0.000
20130530,    0.50,    0.33,    0.49,   0.000
20130531,   -1.31,    0.52,   -0.27,   0.000
20130603,    0.48,    0.15,    0.07,   0.000
20130604,   -0.55,   -0.31,   -0.14,   0.000
20130605,   -1.38,    0.08,   -0.24,   0.000
20130606,    0.89,    0.17,    0.21,   0.000
20130607,    1.30,   -0.46,    0.07,   0.000
20130610,    0.07,    0.66,    0.20,   0.000
20130611,   -1.04,    0.01,   -0.57,   0.000
20130612,   -0.82,    0.01,   -0.04,   0.000
20130613,    1.47,    0.09,    0.34,   0.000
20130614,   -0.59,   -0.22,   -0.57,   0.000
20130617,    0.74,   -0.08,    0.11,   0.000
20130618,    0.80,    0.37,   -0.08,   0.000
20130619,   -1.28,    0.16,    0.15,   0.000
20130620,   -2.45,    0.02,    0.41,   0.000
20130621,    0.13,    0.22,   -0.06,   0.000
20130624,   -1.19,    0.10,   -0.66,   0.000
20130625,    0.96,   -0.02,    0.81,   0.000
20130626,    0.92,   -0.74,   -0.15,   0.000
20130627,    0.77,    0.81,    0.37,   0.000
20130628,   -0.33,    0.31,   -0.13,   0.000
20130701,    0.71,    0.78,   -0.13,   0.000
20130702,   -0.10,    0.00,    0.05,   0.000
20130703,    0.11,    0.19,   -0.22,   0.000
20130705,    1.11,    0.34,    0.46,   0.000
20130708,    0.53,   -0.18,    0.05,   0.000
20130709,    0.74,    0.04,    0.31,   0.000
20130710,    0.06,    0.36,   -0.38,   0.000
20130711,    1.32,   -0.08,   -0.67,   0.000
20130712,    0.33,   -0.03,    0.21,   0.000
20130715,    0.20,    0.49,    0.34,   0.000
20130716,   -0.41,    0.03,    0.09,   0.000
20130717,    0.30,   -0.03,    0.19,   0.000
20130718,    0.54,    0.02,    0.96,   0.000
20130719,    0.09,   -0.12,    0.27,   0.000
20130722,    0.22,    0.09,    0.34,   0.000
20130723,   -0.15,    0.10,    0.30,   0.000
20130724,   -0.39,   -0.28,   -0.28,   0.000
20130725,    0.42,    0.62,   -0.40,   0.000
20130726,    0.02,   -0.61,   -0.28,   0.000
20130729,   -0.37,   -0.31,   -0.31,   0.000
20130730,    0.12,    0.20,   -0.50,   0.000
20130731,    0.09,    0.13,    0.14,   0.000
20130801,    1.40,    0.05,    0.09,   0.000
20130802,    0.20,   -0.21,   -0.32,   0.000
20130805,   -0.07,    0.48,   -0.15,   0.000
20130806,   -0.68,   -0.33,   -0.09,   0.000
20130807,   -0.42,   -0.37,   -0.01,   0.000
20130808,    0.47,    0.00,    0.04,   0.000
20130809,   -0.29,    0.12,   -0.19,   0.000
20130812,   -0.02,    0.58,   -0.22,   0.000
20130813,    0.20,   -0.31,   -0.05,   0.000
20130814,   -0.50,    0.14,    0.28,   0.000
20130815,   -1.47,   -0.37,    0.28,   0.000
20130816,   -0.26,    0.04,    0.13,   0.000
20130819,   -0.62,   -0.19,   -0.75,   0.000
20130820,    0.53,    0.86,    0.09,   0.000
20130821,   -0.59,   -0.02,   -0.42,   0.000
20130822,    0.93,    0.51,    0.07,   0.000
20130823,    0.38,   -0.22,   -0.16,   0.000
20130826,   -0.29,    0.51,   -0.48,   0.000
20130827,   -1.75,   -0.72,   -0.34,   0.000
20130828,    0.30,    0.10,    0.08,   0.000
20130829,    0.34,    0.81,   -0.44,   0.000
20130830,   -0.47,   -1.14,   -0.19,   0.000
20130903,    0.46,    0.03,    0.15,   0.000
20130904,    0.83,    0.00,   -0.18,   0.000
20130905,    0.19,    0.15,    0.40,   0.000
20130906,    0.00,    0.03,    0.02,   0.000
20130909,    1.09,    0.46,   -0.22,   0.000
20130910,    0.80,    0.01,    0.20,   0.000
20130911,    0.28,   -0.24,    0.03,   0.000
20130912,   -0.32,   -0.23,   -0.36,   0.000
20130913,    0.29,    0.25,   -0.05,   0.000
20130916,    0.49,   -0.44,    0.40,   0.000
20130917,    0.54,    0.47,   -0.13,   0.000
20130918,    1.10,   -0.15,   -0.47,   0.000
20130919,   -0.13,    0.17,   -0.63,   0.000
20130920,   -0.63,    0.52,    0.19,   0.000
20130923,   -0.45,    0.47,   -0.41,   0.000
20130924,   -0.13,    0.53,    0.02,   0.000
20130925,   -0.23,    0.02,    0.58,   0.000
20130926,    0.42,    0.20,   -0.73,   0.000
20130927,   -0.39,   -0.02,   -0.01,   0.000
20130930,   -0.49,    0.52,    0.01,   0.000
20131001,    0.90,    0.41,   -0.10,   0.000
20131002,   -0.10,   -0.37,   -0.06,   0.000
20131003,   -0.88,   -0.19,    0.19,   0.000
20131004,    0.74,   -0.01,    0.11,   0.000
20131007,   -0.95,   -0.27,    0.00,   0.000
20131008,   -1.35,   -0.48,    0.80,   0.000
20131009,   -0.05,   -0.44,    0.62,   0.000
20131010,    2.23,    0.16,   -0.04,   0.000
20131011,    0.71,    0.79,    0.00,   0.000
20131014,    0.44,    0.21,   -0.10,   0.000
20131015,   -0.73,   -0.21,    0.03,   0.000
20131016,    1.37,   -0.33,    0.17,   0.000
20131017,    0.70,    0.16,   -0.06,   0.000
20131018,    0.72,    0.28,    0.12,   0.000
20131021,   -0.02,   -0.11,    0.01,   0.000
20131022,    0.50,   -0.26,    0.04,   0.000
20131023,   -0.51,    0.16,   -0.33,   0.000
20131024,    0.42,    0.42,   -0.31,   0.000
20131025,    0.33,   -0.32,    0.08,   0.000
20131028,    0.09,   -0.07,    0.06,   0.000
20131029,    0.54,   -0.14,   -0.05,   0.000
20131030,   -0.61,   -0.78,    0.50,   0.000
20131031,   -0.34,   -0.08,   -0.45,   0.000
20131101,    0.20,   -0.67,    0.22,   0.000
20131104,    0.47,    0.76,   -0.06,   0.000
20131105,   -0.23,   -0.02,   -0.25,   0.000
20131106,    0.27,   -0.82,    0.34,   0.000
20131107,   -1.46,   -0.33,    0.16,   0.000
20131108,    1.45,    0.51,    0.45,   0.000
20131111,    0.12,    0.00,   -0.13,   0.000
20131112,   -0.19,    0.40,   -0.69,   0.000
20131113,    0.90,    0.10,   -0.11,   0.000
20131114,    0.43,   -0.58,    0.31,   0.000
20131115,    0.43,    0.08,   -0.29,   0.000
20131118,   -0.50,   -0.46,    0.46,   0.000
20131119,   -0.27,   -0.31,    0.26,   0.000
20131120,   -0.33,    0.27,    0.03,   0.000
20131121,    0.97,    0.78,   -0.03,   0.000
20131122,    0.50,   -0.05,    0.07,   0.000
20131125,   -0.11,    0.14,    0.13,   0.000
20131126,    0.18,    0.84,   -0.41,   0.000
20131127,    0.30,    0.34,   -0.04,   0.000
20131129,   -0.02,    0.29,   -0.16,   0.000
20131202,   -0.31,   -0.97,    0.15,   0.000
20131203,   -0.34,   -0.06,   -0.09,   0.000
20131204,   -0.07,   -0.22,    0.29,   0.000
20131205,   -0.35,    0.70,   -0.65,   0.000
20131206,    1.02,   -0.29,    0.18,   0.000
20131209,    0.17,   -0.42,    0.01,   0.000
20131210,   -0.34,   -0.58,    0.23,   0.000
20131211,   -1.17,   -0.34,    0.06,   0.000
20131212,   -0.23,    0.38,    0.23,   0.000
20131213,    0.10,    0.25,    0.01,   0.000
20131216,    0.67,    0.59,   -0.13,   0.000
20131217,   -0.26,    0.24,   -0.07,   0.000
20131218,    1.55,   -0.48,    0.05,   0.000
20131219,   -0.10,   -0.56,    0.23,   0.000
20131220,    0.69,    1.29,   -0.31,   0.000
20131223,    0.62,    0.49,   -0.01,   0.000
20131224,    0.34,    0.10,    0.09,   0.000
20131226,    0.44,   -0.32,   -0.31,   0.000
20131227,   -0.05,   -0.07,    0.24,   0.000
20131230,    0.00,    0.03,   -0.30,   0.000
20131231,    0.44,   -0.18,    0.08,   0.000
20140102,   -0.88,   -0.28,    0.17,   0.000
20140103,    0.03,    0.36,    0.04,   0.000
20140106,   -0.34,   -0.57,    0.30,   0.000
20140107,    0.68,    0.39,   -0.38,   0.000
20140108,    0.04,    0.00,   -0.11,   0.000
20140109,    0.02,    0.20,   -0.44,   0.000
20140110,    0.27,    0.56,   -0.81,   0.000
20140113,   -1.32,   -0.08,    0.10,   0.000
20140114,    1.15,    0.15,   -0.31,   0.000
20140115,    0.53,    0.20,    0.20,   0.000
20140116,   -0.07,    0.32,   -0.71,   0.000
20140117,   -0.39,    0.03,    0.03,   0.000
20140121,    0.30,    0.47,   -0.01,   0.000
20140122,    0.15,    0.29,    0.22,   0.000
20140123,   -0.86,    0.16,   -0.53,   0.000
20140124,   -2.19,   -0.38,    0.19,   0.000
20140127,   -0.65,   -0.84,    0.39,   0.000
20140128,    0.73,    0.17,    0.04,   0.000
20140129,   -1.07,   -0.40,    0.23,   0.000
20140130,    1.22,    0.30,   -0.38,   0.000
20140131,   -0.66,   -0.07,   -0.34,   0.000
20140203,   -2.49,   -0.87,    0.28,   0.000
20140204,    0.77,   -0.03,   -0.05,   0.000
20140205,   -0.23,   -0.62,    0.20,   0.000
20140206,    1.21,   -0.48,    0.27,   0.000
20140207,    1.33,   -0.17,   -0.64,   0.000
20140210,    0.16,    0.14,   -0.47,   0.000
20140211,    1.09,   -0.19,    0.25,   0.000
20140212,    0.11,    0.26,   -0.06,   0.000
20140213,    0.72,    0.70,   -0.07,   0.000
20140214,    0.42,   -0.37,    0.37,   0.000
20140218,    0.27,    0.97,   -0.24,   0.000
20140219,   -0.74,   -0.28,   -0.44,   0.000
20140220,    0.70,    0.56,   -0.21,   0.000
20140221,   -0.09,    0.35,   -0.03,   0.000
20140224,    0.65,    0.18,    0.33,   0.000
20140225,   -0.10,    0.15,   -0.59,   0.000
20140226,    0.12,    0.69,   -0.09,   0.000
20140227,    0.54,    0.14,    0.01,   0.000
20140228,    0.15,   -0.72,    0.84,   0.000
20140303,   -0.70,    0.09,    0.14,   0.000
20140304,    1.67,    1.10,   -0.13,   0.000
20140305,    0.01,   -0.27,    0.29,   0.000
20140306,    0.16,   -0.33,    0.77,   0.000
20140307,    0.04,   -0.11,    0.52,   0.000
20140310,   -0.09,   -0.10,    0.09,   0.000
20140311,   -0.62,   -0.53,   -0.19,   0.000
20140312,    0.13,    0.30,   -0.17,   0.000
20140313,   -1.21,   -0.11,    0.21,   0.000
20140314,   -0.16,    0.70,   -0.08,   0.000
20140317,    0.90,   -0.37,    0.02,   0.000
20140318,    0.82,    0.74,   -0.39,   0.000
20140319,   -0.59,   -0.18,    0.62,   0.000
20140320,    0.52,   -0.50,    1.00,   0.000
20140321,   -0.37,   -0.28,    0.86,   0.000
20140324,   -0.64,   -0.88,    0.91,   0.000
20140325,    0.30,   -0.35,    0.14,   0.000
20140326,   -0.89,   -1.17,    0.25,   0.000
20140327,   -0.19,   -0.09,   -0.34,   0.000
20140328,    0.41,   -0.44,    0.55,   0.000
20140331,    0.97,    1.00,   -0.17,   0.000
20140401,    0.87,    0.73,   -0.37,   0.000
20140402,    0.29,    0.04,    0.14,   0.000
20140403,   -0.31,   -0.90,    0.80,   0.000
20140404,   -1.47,   -1.12,    0.70,   0.000
20140407,   -1.26,   -0.29,   -0.07,   0.000
20140408,    0.50,    0.29,   -0.21,   0.000
20140409,    1.21,    0.33,   -0.86,   0.000
20140410,   -2.24,   -0.70,    0.78,   0.000
20140411,   -1.07,   -0.39,    0.24,   0.000
20140414,    0.70,   -0.51,    0.21,   0.000
20140415,    0.59,   -0.36,    0.20,   0.000
20140416,    1.13,    0.04,   -0.37,   0.000
20140417,    0.23,    0.34,    0.22,   0.000
20140421,    0.36,    0.22,   -0.43,   0.000
20140422,    0.58,    0.73,   -0.34,   0.000
20140423,   -0.31,   -0.65,    0.90,   0.000
20140424,    0.08,   -0.40,   -0.17,   0.000
20140425,   -1.05,   -0.96,    0.55,   0.000
20140428,    0.11,   -0.63,   -0.59,   0.000
20140429,    0.56,   -0.22,   -0.13,   0.000
20140430,    0.35,    0.24,   -0.03,   0.000
20140501,    0.04,   -0.17,   -0.16,   0.000
20140502,   -0.07,    0.19,    0.43,   0.000
20140505,    0.13,   -0.27,   -0.55,   0.000
20140506,   -1.03,   -0.55,    0.13,   0.000
20140507,    0.45,   -0.84,    1.10,   0.000
20140508,   -0.26,   -1.01,    0.39,   0.000
20140509,    0.25,    0.70,   -0.36,   0.000
20140512,    1.20,    1.40,   -0.26,   0.000
20140513,   -0.05,   -1.07,    0.21,   0.000
20140514,   -0.60,   -1.09,   -0.46,   0.000
20140515,   -0.90,    0.34,   -0.28,   0.000
20140516,    0.36,    0.27,   -0.42,   0.000
20140519,    0.50,    0.61,    0.07,   0.000
20140520,   -0.78,   -0.82,    0.23,   0.000
20140521,    0.81,   -0.28,    0.09,   0.000
20140522,    0.36,    0.63,   -0.26,   0.000
20140523,    0.49,    0.62,   -0.23,   0.000
20140527,    0.69,    0.69,   -0.16,   0.000
20140528,   -0.11,   -0.30,    0.22,   0.000
20140529,    0.54,   -0.19,   -0.11,   0.000
20140530,    0.06,   -0.66,    0.26,   0.000
20140602,    0.06,   -0.69,    0.38,   0.000
20140603,   -0.05,   -0.27,    0.20,   0.000
20140604,    0.28,    0.23,   -0.08,   0.000
20140605,    0.77,    1.30,   -0.18,   0.000
20140606,    0.54,    0.48,   -0.02,   0.000
20140609,    0.22,    1.02,   -0.32,   0.000
20140610,   -0.03,   -0.18,   -0.03,   0.000
20140611,   -0.34,   -0.14,   -0.24,   0.000
20140612,   -0.68,    0.11,    0.17,   0.000
20140613,    0.31,   -0.06,   -0.18,   0.000
20140616,    0.13,    0.47,   -0.69,   0.000
20140617,    0.34,    0.54,    0.46,   0.000
20140618,    0.75,   -0.26,   -0.10,   0.000
20140619,    0.12,   -0.14,   -0.03,   0.000
20140620,    0.18,    0.17,    0.05,   0.000
20140623,   -0.01,   -0.26,    0.10,   0.000
20140624,   -0.72,   -0.34,   -0.25,   0.000
20140625,    0.53,    0.36,    0.15,   0.000
20140626,   -0.11,   -0.09,    0.01,   0.000
20140627,    0.26,    0.48,   -0.23,   0.000
20140630,    0.07,    0.27,    0.17,   0.000
20140701,    0.74,    0.50,   -0.40,   0.000
20140702,   -0.03,   -0.45,   -0.20,   0.000
20140703,    0.59,    0.22,    0.11,   0.000
20140707,   -0.62,   -1.27,    0.33,   0.000
20140708,   -0.82,   -0.67,    0.72,   0.000
20140709,    0.46,   -0.39,   -0.12,   0.000
20140710,   -0.49,   -0.60,   -0.02,   0.000
20140711,    0.12,   -0.21,   -0.38,   0.000
20140714,    0.46,    0.01,   -0.14,   0.000
20140715,   -0.32,   -0.96,    1.02,   0.000
20140716,    0.32,   -0.63,    0.36,   0.000
20140717,   -1.21,   -0.40,    0.19,   0.000
20140718,    1.12,    0.51,   -0.45,   0.000
20140721,   -0.25,   -0.24,    0.05,   0.000
20140722,    0.53,    0.26,   -0.31,   0.000
20140723,    0.19,    0.15,   -0.76,   0.000
20140724,    0.05,   -0.30,    0.02,   0.000
20140725,   -0.53,   -0.37,    0.13,   0.000
20140728,   -0.08,   -0.47,    0.28,   0.000
20140729,   -0.33,    0.71,   -0.67,   0.000
20140730,    0.12,    0.44,   -0.31,   0.000
20140731,   -2.03,   -0.21,    0.49,   0.000
20140801,   -0.32,   -0.19,   -0.04,   0.000
20140804,    0.74,    0.01,   -0.21,   0.000
20140805,   -0.84,    0.79,   -0.19,   0.000
20140806,    0.02,    0.39,    0.19,   0.000
20140807,   -0.52,   -0.05,   -0.13,   0.000
20140808,    1.12,   -0.21,   -0.15,   0.000
20140811,    0.40,    0.59,   -0.26,   0.000
20140812,   -0.23,   -0.59,    0.25,   0.000
20140813,    0.69,   -0.09,   -0.23,   0.000
20140814,    0.44,   -0.24,    0.02,   0.000
20140815,    0.00,   -0.14,   -0.14,   0.000
20140818,    0.93,    0.60,   -0.18,   0.000
20140819,    0.49,   -0.13,   -0.07,   0.000
20140820,    0.19,   -0.65,    0.27,   0.000
20140821,    0.28,   -0.14,    0.80,   0.000
20140822,   -0.10,    0.30,   -0.37,   0.000
20140825,    0.50,   -0.24,    0.04,   0.000
20140826,    0.19,    0.71,   -0.33,   0.000
20140827,    0.00,   -0.22,    0.14,   0.000
20140828,   -0.19,   -0.42,    0.09,   0.000
20140829,    0.39,    0.28,    0.09,   0.000
20140902,    0.06,    0.47,   -0.09,   0.000
20140903,   -0.14,   -0.55,    0.23,   0.000
20140904,   -0.17,   -0.14,   -0.18,   0.000
20140905,    0.45,   -0.26,   -0.04,   0.000
20140908,   -0.22,    0.53,   -0.44,   0.000
20140909,   -0.72,   -0.41,    0.00,   0.000
20140910,    0.45,    0.22,   -0.41,   0.000
20140911,    0.19,    0.49,    0.20,   0.000
20140912,   -0.55,   -0.22,    0.11,   0.000
20140915,   -0.28,   -1.07,    0.64,   0.000
20140916,    0.70,   -0.39,   -0.10,   0.000
20140917,    0.17,    0.09,   -0.21,   0.000
20140918,    0.50,    0.03,    0.01,   0.000
20140919,   -0.18,   -0.96,    0.02,   0.000
20140922,   -0.97,   -0.56,    0.09,   0.000
20140923,   -0.62,   -0.30,   -0.05,   0.000
20140924,    0.81,    0.10,   -0.92,   0.000
20140925,   -1.62,    0.08,    0.12,   0.000
20140926,    0.85,   -0.02,   -0.24,   0.000
20140929,   -0.22,    0.17,   -0.43,   0.000
20140930,   -0.40,   -1.00,    0.11,   0.000
20141001,   -1.39,   -0.16,    0.30,   0.000
20141002,    0.15,    1.02,   -0.39,   0.000
20141003,    1.08,   -0.39,   -0.44,   0.000
20141006,   -0.26,   -0.78,    0.36,   0.000
20141007,   -1.56,   -0.13,    0.12,   0.000
20141008,    1.70,    0.03,   -0.05,   0.000
20141009,   -2.17,   -0.42,   -0.43,   0.000
20141010,   -1.30,   -0.16,    0.50,   0.000
20141013,   -1.59,    1.34,    0.49,   0.000
20141014,    0.28,    0.87,   -0.12,   0.000
20141015,   -0.54,    1.83,   -1.32,   0.000
20141016,    0.22,    1.05,    0.24,   0.000
20141017,    1.14,   -1.58,   -0.10,   0.000
20141020,    0.94,    0.21,   -0.32,   0.000
20141021,    1.98,   -0.43,    0.06,   0.000
20141022,   -0.85,   -0.57,    0.16,   0.000
20141023,    1.29,    0.52,   -0.43,   0.000
20141024,    0.66,   -0.46,   -0.14,   0.000
20141027,   -0.17,    0.11,   -0.30,   0.000
20141028,    1.37,    1.58,    0.03,   0.000
20141029,   -0.18,   -0.03,    0.40,   0.000
20141030,    0.60,    0.27,   -0.52,   0.000
20141031,    1.23,    0.28,    0.22,   0.000
20141103,   -0.01,   -0.25,   -0.08,   0.000
20141104,   -0.35,   -0.01,   -0.20,   0.000
20141105,    0.48,   -0.57,    0.86,   0.000
20141106,    0.49,    0.09,   -0.46,   0.000
20141107,    0.09,    0.00,    0.47,   0.000
20141110,    0.33,    0.20,   -0.52,   0.000
20141111,    0.10,    0.02,   -0.27,   0.000
20141112,    0.07,    0.76,   -0.29,   0.000
20141113,   -0.03,   -0.89,   -0.37,   0.000
20141114,    0.06,   -0.15,    0.15,   0.000
20141117,   -0.05,   -0.98,    0.25,   0.000
20141118,    0.51,    0.05,   -0.35,   0.000
20141119,   -0.21,   -0.94,   -0.04,   0.000
20141120,    0.31,    0.88,    0.02,   0.000
20141121,    0.48,   -0.39,   -0.07,   0.000
20141124,    0.40,    0.96,   -0.53,   0.000
20141125,   -0.09,    0.04,   -0.03,   0.000
20141126,    0.30,    0.10,   -0.48,   0.000
20141128,   -0.34,   -0.88,   -1.16,   0.000
20141201,   -0.89,   -0.98,    0.61,   0.000
20141202,    0.65,    0.40,    0.09,   0.000
20141203,    0.46,    0.42,    0.32,   0.000
20141204,   -0.17,   -0.32,    0.08,   0.000
20141205,    0.25,    0.58,    0.25,   0.000
20141208,   -0.82,   -0.57,    0.21,   0.000
20141209,    0.13,    1.70,   -0.09,   0.000
20141210,   -1.72,   -0.62,   -0.12,   0.000
20141211,    0.50,   -0.08,   -0.17,   0.000
20141212,   -1.55,    0.50,   -0.59,   0.000
20141215,   -0.68,   -0.27,    0.08,   0.000
20141216,   -0.80,    0.60,    0.61,   0.000
20141217,    2.15,    0.86,   -0.08,   0.000
20141218,    2.36,   -0.88,   -0.18,   0.000
20141219,    0.43,   -0.24,    0.23,   0.000
20141222,    0.37,    0.21,   -0.10,   0.000
20141223,    0.21,   -0.30,    1.10,   0.000
20141224,    0.07,    0.36,   -0.18,   0.000
20141226,    0.39,    0.37,   -0.31,   0.000
20141229,    0.13,    0.15,    0.59,   0.000
20141230,   -0.48,    0.06,    0.33,   0.000
20141231,   -0.93,    0.51,   -0.40,   0.000
20150102,   -0.12,   -0.61,    0.07,   0.000
20150105,   -1.84,    0.34,   -0.69,   0.000
20150106,   -1.04,   -0.79,   -0.31,   0.000
20150107,    1.19,    0.19,   -0.65,   0.000
20150108,    1.81,   -0.11,   -0.28,   0.000
